Title,URL,Views,Channel,Upload Date,Duration
DeepSeek vs ChatGPT (o1): Is China's Free LLM Better?,https://www.youtube.com/watch?v=eRP606ZresU&pp=ygUIRGVlcHNlZWs%3D,66K views,,2 weeks ago,
Chinas DeepSeek R1 SHOCKS The AI Industry (BEATS OpenAI) DeepSeek R1,https://www.youtube.com/watch?v=AK0o4LaEvV8&pp=ygUIRGVlcHNlZWs%3D,153K views,,3 weeks ago,11:11
Stop using ChatGPT and DeepSeek Indian Government tells Finance Ministry Officials #chatgpt #ai,https://www.youtube.com/shorts/8MoRPcwxeII,668K views,,9 days ago,
"DEEPSEEK R1 en tu ordenador (Privado, Fácil y Gratis) 🤯 ¡Tutorial + Demo!",https://www.youtube.com/watch?v=EJeac_1UKi0&pp=ygUIRGVlcHNlZWs%3D,108K views,,2 weeks ago,11:46
"DeepSeek, China, OpenAI, NVIDIA, xAI, TSMC, Stargate, and AI Megaclusters | Lex Fridman Podcast #459",https://www.youtube.com/watch?v=_1f-o0nqpEI&pp=ygUIRGVlcHNlZWs%3D,1.5M views,,13 days ago,5:06:19
Chinese AI DeepSeek Censorship Exposed!,https://www.youtube.com/shorts/rfAweYTFHA8,517K views,,2 weeks ago,
"DeepSeek Panic, US vs China, OpenAI $40B?, and Doge Delivers with Travis Kalanick and David Sacks",https://www.youtube.com/watch?v=8RkgkOqWs0s&pp=ygUIRGVlcHNlZWs%3D,572K views,,2 weeks ago,1:49:19
How To Earn $50/Day From Deepseek AI | Create Tool Website Using Deepseek AI,https://www.youtube.com/watch?v=3nRl1QJ2EUQ&pp=ygUIRGVlcHNlZWs%3D,22K views,,6 days ago,
"Prince Alwaleed: Trump’s Tariff’s, DeepSeek, & Going From Fox News’ Biggest Investor to Backing X",https://www.youtube.com/watch?v=r_eFGCBPuuM&pp=ygUIRGVlcHNlZWs%3D,541K views,,10 days ago,
චීනයේ DeepSeek අමෙරිකාව කලඹයි...,https://www.youtube.com/watch?v=2w7k2bVtJ_o&pp=ygUIRGVlcHNlZWs%3D,173K views,,2 weeks ago,1:55
DeepSeek’s AI should be a ‘wakeup call’: Trump,https://www.youtube.com/shorts/Emo1VXVamyc,5.8K views,,2 weeks ago,
End To End RAG Agent With DeepSeek-R1 And Ollama,https://www.youtube.com/watch?v=qNUbPw62-rk&pp=ygUIRGVlcHNlZWs%3D,26K views,,11 days ago,
Deepseek | Deepseek AI | मानवता के लिए एक नई चुनौती | Gopal Verma Sir #shorts,https://www.youtube.com/shorts/83UYjOklbys,51K views,,2 weeks ago,
Is DeepSeek reading what you type before you hit send? #carterpcs #tech #techtok #techfacts,https://www.youtube.com/shorts/j6T19HkK3Vc,979K views,,8 days ago,
DeepSeek-R1 se Mobile App Kaise Banaye #deepseek #ai #earnmoneyonline #makemoneyonline #money,https://www.youtube.com/shorts/DMOqwFYBuBg,24K views,,4 days ago,
20 years in jail for using DeepSeek! USA goes NUTS over Chinese AI,https://www.youtube.com/watch?v=6VPYW7Th42Q&pp=ygUIRGVlcHNlZWs%3D,80K views,,11 days ago,15:03
"DeepSeek là gì? Chuyên gia AI giải thích cụ thể, chi tiết, dễ hiểu về DeepSeek",https://www.youtube.com/watch?v=6-SwTNPq_Ms&pp=ygUIRGVlcHNlZWs%3D,316K views,,12 days ago,
Is DeepSeek stealing from OpenAI | Lex Fridman Podcast,https://www.youtube.com/watch?v=kQ37M142IgY&pp=ygUIRGVlcHNlZWs%3D,91K views,,12 days ago,10:51
DeepSeek關鍵工程師潘梓正曾在英偉達實習，美國學者靈魂發問 ：為什麼他選擇中國而不是美國？#DeepSeek #潘梓正 #美國 #china,https://www.youtube.com/shorts/gFzmW5DEWto,54K views,,6 days ago,
Why DeepSeek is such a big deal? | DeepSeek's impact on the future of AI,https://www.youtube.com/watch?v=FTdNCmpxc-U&pp=ygUIRGVlcHNlZWs%3D,178K views,,2 weeks ago,10:13
$500/Month with DeepSeek R1 - Tools Website,https://www.youtube.com/watch?v=Mp1Xc7UQlZ4&pp=ygUIRGVlcHNlZWs%3D,69K views,,7 days ago,
Deepseek: How To Make $100/day (with PROOF!)🤯,https://www.youtube.com/watch?v=zzXBdc1gwZo&pp=ygUIRGVlcHNlZWs%3D,26K views,,3 days ago,13:30
How @NVIDIA benefits from DeepSeek #shorts,https://www.youtube.com/shorts/QrlGiSXKG-k,7.9K views,,3 days ago,
DeepSeek R1: How To Make $499/Monthly Using Deepseek AI & Threads (Make Money Online 2025),https://www.youtube.com/watch?v=51A4_y0jEPU&pp=ygUIRGVlcHNlZWs%3D,16K views,,4 days ago,
Did DeepSeek steal from OpenAI? (lol),https://www.youtube.com/shorts/BhFcNCJj88Q,971K views,,2 weeks ago,
DeepSeek's chess skills beat ChatGPT! OpenAI refuses to admit defeat,https://www.youtube.com/watch?v=4v09_1JLrwU&pp=ygUIRGVlcHNlZWs%3D,24K views,,6 days ago,10:24
I tested DeepSeek vs. OpenAI-o1 for data science tasks: Here’s what I found.,https://www.youtube.com/watch?v=fO80iIHkr9M&pp=ygUIRGVlcHNlZWs%3D,165K views,,2 weeks ago,
How to Earn $275/Hour with DeepSeek For FREE (Make Money Online 2025),https://www.youtube.com/shorts/8gP302GQl-s,40K views,,10 days ago,
【摆脱卡顿】DeepSeek全网最全的实战技巧！建议收藏～,https://www.youtube.com/watch?v=691tYd60bYk&pp=ygUIRGVlcHNlZWs%3D,115K views,,10 days ago,18:32
China’s AI Masterstroke: How DeepSeek is Disrupting the Industry | Vantage with Palki Sharma | N18G,https://www.youtube.com/watch?v=nw3oeTxfMqg&pp=ygUIRGVlcHNlZWs%3D,192K views,,13 days ago,
DeepSeek vs OpenAi#shorts,https://www.youtube.com/shorts/9AnsLAKCt_g,47K views,,7 days ago,
Deepseek r1 how to use | Deepseek Vs ChatGPT | Telugu | Vamsi Bhavani,https://www.youtube.com/watch?v=ZgB_Q2W9bD0&pp=ygUIRGVlcHNlZWs%3D,101K views,,2 weeks ago,10:18
Never Install DeepSeek r1 Locally before Watching This!,https://www.youtube.com/shorts/0A1e7XsK9IA,40K views,,2 weeks ago,
Nvidia DeepSeek R1 ChatGPT #money #ai #deepseek #nvidia #chatgpt #rich #richmindset,https://www.youtube.com/shorts/S-So-B0bEls,46K views,,2 weeks ago,
DeepSeek’s networking assembly code issues on SLOW switches #deepseek #openai #nvidia #technews #ai,https://www.youtube.com/shorts/Oo7AuhzDI7I,25K views,,9 days ago,
中国製AI「DeepSeek」について正直言います【ひろゆき切り抜き】,https://www.youtube.com/watch?v=tWVN_ElTmoA&pp=ygUIRGVlcHNlZWs%3D,38K views,,2 days ago,11:54
DeepSeek：美国科技巨头为何冒险接入？高级玩法、本地部署全解析！| 零度解说,https://www.youtube.com/watch?v=0e7pb_AwgK4&pp=ygUIRGVlcHNlZWs%3D,274K views,,2 weeks ago,
What is DeepSeek? #DeepSeek #AI #BBCNews,https://www.youtube.com/shorts/1bLNUFXNZHw,45K views,,2 weeks ago,
DeepSeek: Why has China’s AI start-up shocked the tech world?,https://www.youtube.com/watch?v=gEMDXhQmTIk&pp=ygUIRGVlcHNlZWs%3D,3.9K views,,2 days ago,
"If You Ask DeepSeek 4 Questions, You'll NEVER Worry About Money Again | Digital Product Course",https://www.youtube.com/watch?v=OS2kPHwHLVo&pp=ygUIRGVlcHNlZWs%3D,76K views,,5 days ago,15:20
WHAT IS DEEPSEEK,https://www.youtube.com/watch?v=pKyRu06qVio&pp=ygUIRGVlcHNlZWs%3D,33K views,,2 weeks ago,3:48
เปิดประวัติ เหลียงเหวินเฟิง ผู้สร้าง ‘DeepSeek’ เขย่าบัลลังก์ AI สหรัฐฯ | Morning Wealth Highlight,https://www.youtube.com/watch?v=OZd2wtH4V-k&pp=ygUIRGVlcHNlZWs%3D,402K views,,2 weeks ago,22:48
DeepSeek Reacts to Getting Banned,https://www.youtube.com/watch?v=RekWQVJhlYY&pp=ygUIRGVlcHNlZWs%3D,221K views,,12 days ago,3:24
美國主持人花式稱讚Deepseek:中國連取名字都完爆美國#deepseek #us #china #ai #中國,https://www.youtube.com/shorts/oXioHYd-AAY,419K views,,2 weeks ago,
Insane Theoretical Physics Discussion with ChatGPT and DeepSeek,https://www.youtube.com/watch?v=Q6bMK04yD4I&pp=ygUIRGVlcHNlZWs%3D,56K views,,6 days ago,
Chinese AI chatbot DeepSeek sparks turmoil in US tech markets | BBC News,https://www.youtube.com/watch?v=Ln9uJndFkuk&pp=ygUIRGVlcHNlZWs%3D,282K views,,2 weeks ago,2:45
China's Deepseek AI Explained,https://www.youtube.com/watch?v=Mv4ZCiphwRU&pp=ygUIRGVlcHNlZWs%3D,66K views,,12 days ago,12:32
So läuft DeepSeek lokal mit voller Qualität,https://www.youtube.com/watch?v=A8N3zKUJ0yE&pp=ygUIRGVlcHNlZWs%3D,85K views,,2 days ago,23:59
I built a DeepSeek R1 powered VS Code extension…,https://www.youtube.com/watch?v=clJCDHml2cA&pp=ygUIRGVlcHNlZWs%3D,602K views,,2 weeks ago,
ChatGPT VS DeepSeek - Which Ai Tool is BETTER? 👀 #SHORTS,https://www.youtube.com/shorts/A_GTpMvD47k,7.6K views,,2 weeks ago,
Is Deepseek Sending Data to China? | #deepseek #futureofselling,https://www.youtube.com/shorts/F3ZhzQ4zpjA,1.8K views,,10 days ago,
"Automate Anything with DeepSeek-R1, here’s how",https://www.youtube.com/shorts/yqjxK2jRIPI,87K views,,2 weeks ago,
How OPENAI & Nvidia can beat DeepSeek #nvidia #aistocks #technews #deepseek #technology,https://www.youtube.com/shorts/GpKXscb9y4s,104K views,,2 weeks ago,
The Government Is Scared Of DeepSeek...,https://www.youtube.com/watch?v=RXD7xnlzLuY&pp=ygUIRGVlcHNlZWs%3D,262K views,,2 weeks ago,
DeepSeek Is Insanely Good... (Then I Competed it With ChatGPT),https://www.youtube.com/watch?v=G4_KduTgEws&pp=ygUIRGVlcHNlZWs%3D,145 views,,1 day ago,
Deepseek R1 671b Running and Testing on a $2000 Local AI Server,https://www.youtube.com/watch?v=Tq_cmN4j2yY&pp=ygUIRGVlcHNlZWs%3D,262K views,,2 weeks ago,52:44
Che cos’è DeepSeek: il chatbot AI che sfida ChatGpt e l’economia mondiale,https://www.youtube.com/watch?v=N0NLbfl2piU&pp=ygUIRGVlcHNlZWs%3D,309K views,,11 days ago,
"KIMI AI desarrolla aplicaciones SIN INTERVENCIÓN humana ❌ Adiós a Deepseek, ChatGPT y... ¿al código?",https://www.youtube.com/watch?v=t18F1ufxyrg&pp=ygUIRGVlcHNlZWs%3D,24K views,,4 days ago,
DeepSeek R1: The AI That’s 10x Cheaper and Smarter Than ChatGPT #chatgpt #deepseek #shorts,https://www.youtube.com/shorts/-essh1J7cno,479 views,,2 weeks ago,
The Engineering Unlocks Behind DeepSeek | YC Decoded,https://www.youtube.com/watch?v=4Tmn-XP93m4&pp=ygUIRGVlcHNlZWs%3D,159K views,,11 days ago,13:06
DeepSeek القصة الكاملة لنموذج الذكاء الاصطناعي الصيني,https://www.youtube.com/watch?v=gpm98NHc3mA&pp=ygUIRGVlcHNlZWs%3D,38K views,,1 day ago,
"China greift bei KI richtig an: DeepSeek R1 ist Open Source, kostenlos und so gut wie OpenAI o1",https://www.youtube.com/watch?v=4loWWCiQLbE&pp=ygUIRGVlcHNlZWs%3D,56K views,,3 weeks ago,
DeepSeek Just CRUSHED Big Tech AGAIN With JANUS PRO - New SHOCKING AI Model!,https://www.youtube.com/watch?v=pN17MOfhZJk&pp=ygUIRGVlcHNlZWs%3D,919K views,,2 weeks ago,13:56
ChatGPT vs DeepSeek,https://www.youtube.com/shorts/2q4cUbY92es,924K views,,7 days ago,
DeepSeek โมเดล AI ม้ามืดจากจีน คู่แข่ง ChatGPT โดยตรง,https://www.youtube.com/watch?v=YDL_9vDkJw8&pp=ygUIRGVlcHNlZWs%3D,190K views,,2 weeks ago,
the ONLY way to run Deepseek...,https://www.youtube.com/watch?v=7TR-FLWNVHY&pp=ygUIRGVlcHNlZWs%3D,853K views,,2 weeks ago,11:59
DeepSeek AI Shakes Up Nvidia’s Growth Story - Andreas Steno,https://www.youtube.com/shorts/_cIlkZIU6dw,13K views,,2 weeks ago,
Free LLM that beats DeepSeek… can also generate videos!?,https://www.youtube.com/watch?v=V4x3L6Va7vs&pp=ygUIRGVlcHNlZWs%3D,40K views,,5 days ago,9:00
DeepSeek AI’s Shocking Impact on Global Markets & AI🔥,https://www.youtube.com/watch?v=-c-cO1JNpqU&pp=ygUIRGVlcHNlZWs%3D,38K views,,2 weeks ago,5:29
DeepSeek: Como ganar $143.07 dólares por día con DeepSeek (NUEVO 2025),https://www.youtube.com/watch?v=VuNK9HBNAlo&pp=ygUIRGVlcHNlZWs%3D,285K views,,2 weeks ago,
Was ihr noch nicht über DeepSeek wusstet,https://www.youtube.com/watch?v=b2ZWgqR6MZc&pp=ygUIRGVlcHNlZWs%3D,340K views,,2 weeks ago,
حصريا كسر 🤖 DeepSeek-R1 بشكل مجاني ( الأغراض التعليمية فقط ),https://www.youtube.com/watch?v=kMn2OVrc_zg&pp=ygUIRGVlcHNlZWs%3D,62K views,,9 days ago,
Major G7 Country BANS China’s DeepSeek: Fatal Mistake For Western Economies,https://www.youtube.com/watch?v=wHAS3sJoy0w&pp=ygUIRGVlcHNlZWs%3D,158K views,,2 weeks ago,12:30
Can DeepSeek R1 Actually Write Good Code?,https://www.youtube.com/watch?v=Va2XHyBQLoM&pp=ygUIRGVlcHNlZWs%3D,170K views,,2 weeks ago,37:28
How To Earn Money Online With a Laptop Using DEEPSEEK AI ($130/Day),https://www.youtube.com/watch?v=qKfdHbTvEys&pp=ygUIRGVlcHNlZWs%3D,7.2K views,,1 day ago,16:36
DeepSeek DESTROYS the AI Industry... r1 model is UNSTOPPABLE...,https://www.youtube.com/watch?v=nfNGNouAsHk&pp=ygUIRGVlcHNlZWs%3D,209K views,,2 weeks ago,27:14
OpenAI Reacts To DeepSeek R1,https://www.youtube.com/watch?v=NyTaLAF_eXM&pp=ygUIRGVlcHNlZWs%3D,262K views,,2 weeks ago,3:23
How To Use Deepseek Ai Trading In Crypto or Stock Market | Deepseek Trading Bot | Algo Trading,https://www.youtube.com/watch?v=EYOaUpDmjQU&pp=ygUIRGVlcHNlZWs%3D,233K views,,9 days ago,16:43
बिना Investment Earning for College Students with Deepseek R1 | Side Hustle for college students,https://www.youtube.com/watch?v=ZTUHYGAnY2I&pp=ygUIRGVlcHNlZWs%3D,16K views,,5 days ago,11:32
Deepseek in local machine | Ollama | javascript AI App,https://www.youtube.com/shorts/xd2nhBAbxXk,4K views,,2 weeks ago,
DeepSeek: चीन का AI जिसने Silicon Valley को हिला दिया! 😱 #deepseek #chinanews #donaldtrump,https://www.youtube.com/shorts/ulDCCSOBiQg,189K views,,2 weeks ago,
DeepSeek R1 Se Paise Kaise Kamaye #money #earnmoney #makemoney #deepseek #ai #rich,https://www.youtube.com/shorts/iUlkIUPh9lo,89K views,,8 days ago,
"DeepSeek R1 - The Chinese AI ""Side Project"" That Shocked the Entire Industry!",https://www.youtube.com/watch?v=X5adgxV0gBE&pp=ygUIRGVlcHNlZWs%3D,778K views,,2 weeks ago,16:45
How A Chinese Villager Shook Silicon Valley [DeepSeek Founder],https://www.youtube.com/watch?v=hd1-CKDyHXE&pp=ygUIRGVlcHNlZWs%3D,405K views,,5 days ago,14:33
IS DEEPSEEK AS BAD AS CHATGPT????,https://www.youtube.com/watch?v=_NEyGAQ1ySI&pp=ygUIRGVlcHNlZWs%3D,36K views,,2 days ago,16:19
India Will Challenge China's DEEPSEEK App!! Better AI than ChatGPT and DeepSeek,https://www.youtube.com/watch?v=Igk0dxYHqTk&pp=ygUIRGVlcHNlZWs%3D,898K views,,2 weeks ago,
Descubra o Poder do DeepSeek para Dominar qualquer PDF do Estratégia Concursos (Melhor que GPT),https://www.youtube.com/watch?v=VLTaV_cOXIE&pp=ygUIRGVlcHNlZWs%3D,179K views,,2 weeks ago,
Can AI beat developer ? | deepseek chatgpt #deepseek #chatgpt,https://www.youtube.com/shorts/WaXUGRbN0sY,12K views,,11 days ago,
"Utilisez DeepSeek, la nouvelle IA, en 13 minutes chrono !",https://www.youtube.com/watch?v=K0PMkIS_0C4&pp=ygUIRGVlcHNlZWs%3D,41K views,,12 days ago,
DeepSeek 19大使用技巧，从入门到精通,https://www.youtube.com/watch?v=k2vHqdM8UUA&pp=ygUIRGVlcHNlZWs%3D,145K views,,2 weeks ago,24:07
"DeepSeek, a new threat to ChatGPT! 🤯🫣 || #shorts #youtubeshorts",https://www.youtube.com/shorts/wf38X6l-vP8,375K views,,2 weeks ago,
Deepseek Computer Use AI Agents are INSANE (FREE!) 🤯,https://www.youtube.com/watch?v=HjL4Kr4cDR0&pp=ygUIRGVlcHNlZWs%3D,44K views,,4 days ago,
DeepSeek ébranle la Silicon Valley : l'avis d'un expert en intelligence artificielle | Zone économie,https://www.youtube.com/watch?v=ppIFp4mXMT4&pp=ygUIRGVlcHNlZWs%3D,180K views,,2 weeks ago,
The Man Behind DeepSeek (Liang Wenfeng),https://www.youtube.com/watch?v=FMU0j_ly4kk&pp=ygUIRGVlcHNlZWs%3D,424K views,,2 weeks ago,18:03
How A Chinese Villager Shook Silicon Valley [DeepSeek Founder],https://www.youtube.com/watch?v=hd1-CKDyHXE&pp=ygUIRGVlcHNlZWs%3D,406K views,,5 days ago,14:33
DeepSeek Is The Greatest Lie Ever Told,https://www.youtube.com/watch?v=RSr_vwZGF2k&pp=ygUIRGVlcHNlZWs%3D,151K views,,2 weeks ago,13:31
Deepseek Destroys American AI | How China Is Winning The Tech War | Where Is India? | Akash Banerjee,https://www.youtube.com/watch?v=naJO1zxB6_Q&pp=ygUIRGVlcHNlZWs%3D,2.2M views,,2 weeks ago,23:59
"DeepSeek shows how quickly innovation is happening, Wise co-founder Taavet Hinrikus says",https://www.youtube.com/watch?v=3sUX1TyKp44&pp=ygUIRGVlcHNlZWs%3D,2.2K views,,4 days ago,7:44
Scrape Any Website for FREE & NO CODE Using DeepSeek & Crawl4AI! (Opensource),https://www.youtube.com/watch?v=uSTTAJh9xAQ&pp=ygUIRGVlcHNlZWs%3D,8.5K views,,3 days ago,
Luciano Floridi spiega l'IA: da ChatGPT a DeepSeek - Splendida Cornice 30/01/2025,https://www.youtube.com/watch?v=oSL94DD9sgI&pp=ygUIRGVlcHNlZWs%3D,170K views,,2 weeks ago,18:27
"Run Deepseek R1 at Home on Hardware from $250 to $25,000: From Installation to Questions",https://www.youtube.com/watch?v=e-EG3B5Uj78&pp=ygUIRGVlcHNlZWs%3D,367K views,,12 days ago,12:42
Así puedes correr un modelo avanzado de Deepseek,https://www.youtube.com/watch?v=XtoMdnXGaAI&pp=ygUIRGVlcHNlZWs%3D,62K views,,4 days ago,
How to Use Deepseek AI (Complete Guide),https://www.youtube.com/watch?v=zyBMnPJRAP8&pp=ygUIRGVlcHNlZWs%3D,778 views,,3 weeks ago,
China's DeepSeek Showcases Tech Advances Despite US Curbs,https://www.youtube.com/watch?v=ISXdF42QHTQ&pp=ygUIRGVlcHNlZWs%3D,292K views,,2 weeks ago,5:06
🐳 DeepSeek Vs Chat GPT சோதனைகள்‼️,https://www.youtube.com/shorts/T2IhLxx8flQ,350K views,,2 weeks ago,
🎙️Build An AI Voice Agent With DeepSeek R1 (Python),https://www.youtube.com/watch?v=SZYpRkoazb0&pp=ygUIRGVlcHNlZWs%3D,7.1K views,,4 days ago,13:17
DeepSeek Chinese AI Taking Who's Jobs? 🤣,https://www.youtube.com/shorts/hzp5JgI-8to,2K views,,2 weeks ago,
DeepSeek CEO interview in English.,https://www.youtube.com/watch?v=HRsVZuEMlvI&pp=ygUIRGVlcHNlZWs%3D,69K views,,12 days ago,
"DeepSeek, Modi and Musk’s X: President Macron's Conversation with Palki Sharma | Vantage | N18G",https://www.youtube.com/watch?v=wKTkiVHv0LE&pp=ygUIRGVlcHNlZWs%3D,58K views,,6 days ago,
DEEPSEEK: LA IA CHINA QUE SE CREÍA IMPOSIBLE | Jabiertzo,https://www.youtube.com/watch?v=BFTAWKtbAXY&pp=ygUIRGVlcHNlZWs%3D,214K views,,2 weeks ago,12:39
DeepSeek Tried Chess... HUGE Mistake.,https://www.youtube.com/watch?v=6DYMpXkHAUk&pp=ygUIRGVlcHNlZWs%3D,762K views,,2 weeks ago,20:30
Why DeepSeek Is a 'Victory Lap',https://www.youtube.com/watch?v=hekPgdxsxbM&pp=ygUIRGVlcHNlZWs%3D,14K views,,5 days ago,
Earn $35 Every 10 Minutes with DeepSeek (Make Money Online),https://www.youtube.com/watch?v=ENqhZj_pA-s&pp=ygUIRGVlcHNlZWs%3D,8.4K views,,7 days ago,8:57
NEW DeepSeek-V3 is FREE and it's WILD 🤯,https://www.youtube.com/shorts/ktoogr69k1k,123K views,,1 month ago,
Deepseek Ai কিভাবে ব্যবহার করবেন? || Deepseek Ai Bangla Tutorial || How to Use Deepseek,https://www.youtube.com/watch?v=ck4GrBJKo_4&pp=ygUIRGVlcHNlZWs%3D,37K views,,2 weeks ago,
CHINAவின் இந்த புதிய AI-யால் AMERICAவிற்கு 86லட்சம்கோடி நஷ்டம் | Deepseek | End of ChatGPT | MM,https://www.youtube.com/watch?v=AMds9Xl8hJY&pp=ygUIRGVlcHNlZWs%3D,162K views,,2 weeks ago,
"Asking DeepSeek AI ""Is Islam the True Religion?""",https://www.youtube.com/watch?v=wyRAJkTZxZc&pp=ygUIRGVlcHNlZWs%3D,59K views,,2 weeks ago,10:35
Deepseek R1 AI vs Chat GPT in Hindi: Deepseek AI Kya Hai Explained | Deepseek AI Stock Market |,https://www.youtube.com/watch?v=2BqNDYydG_c&pp=ygUIRGVlcHNlZWs%3D,530K views,,2 weeks ago,
DeepSeek: A Game-Changer in the AI Race,https://www.youtube.com/watch?v=5zdhlBXDVS4&pp=ygUIRGVlcHNlZWs%3D,70K views,,2 weeks ago,
DEEPSEEK E O CYBERPUNK DO MUNDO REAL,https://www.youtube.com/watch?v=3FQ5xW_JRmw&pp=ygUIRGVlcHNlZWs%3D,157K views,,2 weeks ago,
DeepSeek ব্যবহার করার সম্পূর্ণ গাইড | How to Use DeepSeek AI on Mobile Tutorial for Beginners,https://www.youtube.com/watch?v=oZ-n50FdSBo&pp=ygUIRGVlcHNlZWs%3D,25K views,,12 days ago,
"DeepSeek AI क्या है, जो America की कंपनियों के लिए बनी ख़तरा, Trump ने बताया चेतावनी | Explained",https://www.youtube.com/watch?v=pwmtwqpjw3w&pp=ygUIRGVlcHNlZWs%3D,542K views,,2 weeks ago,
DEEPSEEK: La IA que AMENAZA la hegemonía tecnológica de EEUU - VisualEconomik,https://www.youtube.com/watch?v=jiOMnSSdrrg&pp=ygUIRGVlcHNlZWs%3D,462K views,,2 weeks ago,16:04
Industri AI AS Panik! Muncul Kompetitor China Yang Jauh Lebih Murah! DeepSeek! | LearningByGoogling,https://www.youtube.com/watch?v=YmCrxVhxods&pp=ygUIRGVlcHNlZWs%3D,401K views,,9 days ago,17:56
We Built a FULL Game Using DeepSeek – Is This the ChatGPT Killer?,https://www.youtube.com/watch?v=9W9I2FjGP4w&pp=ygUIRGVlcHNlZWs%3D,6.3K views,,7 days ago,7:45
Can DeepSeek beat Nvidia?,https://www.youtube.com/shorts/3-w08gASrh0,721K views,,2 weeks ago,
Empiezan a prohibir DeepSeek en USA,https://www.youtube.com/watch?v=uBBiJ4rLvVw&pp=ygUIRGVlcHNlZWs%3D,65K views,,9 days ago,
"DeepSeek, Senjata Pemusnah Negara",https://www.youtube.com/watch?v=gMLnn09xik4&pp=ygUIRGVlcHNlZWs%3D,710K views,,10 days ago,
A shocking Chinese AI advancement called DeepSeek is sending US stocks plunging,https://www.youtube.com/watch?v=l8N-J_VB_G4&pp=ygUIRGVlcHNlZWs%3D,1.2M views,,2 weeks ago,8:49
DeepSeek-R1 Crash Course,https://www.youtube.com/watch?v=_CXwZ5xyFno&pp=ygUIRGVlcHNlZWs%3D,391K views,,2 weeks ago,1:30:56
¿HA ESTALLADO LA BURBUJA DE LA IA? - DeepSeek y la caída de NVIDIA,https://www.youtube.com/watch?v=X2o779o5PoE&pp=ygUIRGVlcHNlZWs%3D,444K views,,2 weeks ago,
DeepSeek R1 Explained to your grandma,https://www.youtube.com/watch?v=kv8frWeKoeo&pp=ygUIRGVlcHNlZWs%3D,1.2M views,,3 weeks ago,8:33
Why did OpenAI o1 hide its chain of thought? #deepseek #openai #ainews #technews #technology,https://www.youtube.com/shorts/F96rMRmyRkA,4.9K views,,2 days ago,
3 unique things about deepseek #deepseek #chatgpt #ai,https://www.youtube.com/shorts/ue7zjdYjzTA,524 views,,7 days ago,
Don't Install DeepSeek AI | Exposed,https://www.youtube.com/watch?v=bUQbzSl2aA8&pp=ygUIRGVlcHNlZWs%3D,23K views,,2 weeks ago,9:37
DeepSeek Ai အကြောင်း ပြောကြရအောင်,https://www.youtube.com/watch?v=p5RgZBhF-iY&pp=ygUIRGVlcHNlZWs%3D,69K views,,2 weeks ago,16:56
Deepseek | China's New AI Model Destroys American ChatGPT | Dhruv Rathee,https://www.youtube.com/watch?v=FooC7gp4wk4&pp=ygUIRGVlcHNlZWs%3D,8.8M views,,11 days ago,19:39
登顶140国家下载榜 DeepSeek 断了科技大佬财路 | 八点最热报 03/02/2025,https://www.youtube.com/watch?v=y8tdF4JxJ8k&pp=ygUIRGVlcHNlZWs%3D,147K views,,13 days ago,
Why DeepSeek Will Disrupt Everything You Know About AI & What It Means For Markets | Tom Bilyeu Show,https://www.youtube.com/watch?v=6y9OdGPz8YI&pp=ygUIRGVlcHNlZWs%3D,344K views,,2 weeks ago,
GPU神話不再！解碼DeepSeek，AI應用百花齊放，誰將成最大贏家？Is The AI Bubble Busting? Decoding DeepSeek. 專訪耐能智慧創辦人 劉峻誠 博士,https://www.youtube.com/watch?v=7gdOL8QqxHI&pp=ygUIRGVlcHNlZWs%3D,242K views,,2 weeks ago,
تطبيق ديب سيك Deepseek الصيني للذكاء الاصطناعي.. المنافس الأقوى والأرخص لشات جي بي تي chat Gpt,https://www.youtube.com/watch?v=5J1J_kw0_ug&pp=ygUIRGVlcHNlZWs%3D,165K views,,2 weeks ago,
China's DeepSeek triggers global tech sell-off,https://www.youtube.com/watch?v=V-Fla5hxMRg&pp=ygUIRGVlcHNlZWs%3D,2M views,,2 weeks ago,8:23
Deepseek for Research Writing | Better than Gemini Ai & Chatgpt,https://www.youtube.com/watch?v=mJ0QhaB9gl8&pp=ygUIRGVlcHNlZWs%3D,5.3K views,,2 weeks ago,
"OpenAI CEO Has No Plan To Sue DeepSeek, Admits It’s ‘Impressive’",https://www.youtube.com/shorts/zHfyyCzpO-U,170K views,,13 days ago,
DeepSeek最恐怖的是讓對手怎死的都不知道 AI重度患者郭正亮用過所有軟體 這功能目前除了DeepSeek沒人辦得到 @GuoVision-TV,https://www.youtube.com/watch?v=SfQ97CcQpmI&pp=ygUIRGVlcHNlZWs%3D,248K views,,7 days ago,10:34
DeepSeek is Fake ? DeepSeek is using Chat GPT and Nvidia Chips ?,https://www.youtube.com/watch?v=h7CIqVQI9Os&pp=ygUIRGVlcHNlZWs%3D,29K views,,2 weeks ago,
Como Ganhar R$200 POR DIA com DeepSeek,https://www.youtube.com/watch?v=RSoxaPwYQKg&pp=ygUIRGVlcHNlZWs%3D,40K views,,1 day ago,
"How He Makes $1,500/Month Using DeepSeek AI (Copy His Strategy!) 😯 | DeepSeek-R1",https://www.youtube.com/watch?v=o__wOkpfVxc&pp=ygUIRGVlcHNlZWs%3D,8.5K views,,1 day ago,34:58
DeepSeek R1 + Perplexity is INSANE 🤯,https://www.youtube.com/shorts/Q7UQz579lnY,47K views,,2 weeks ago,
