Title,URL,Views,Channel,Upload Date,Duration
創立不足兩年的中國公司DeepSeek，一夜顛覆全球人工智能界，卻藏著4個陰謀論？,https://www.youtube.com/watch?v=NS4N_PckRmI&pp=ygUIRGVlcHNlZWs%3D,212K views,,11 days ago,
DeepSeek Call Centre - Hello Kaun #deepseek #ankkitachamoli #ai #chatgpt #comedy,https://www.youtube.com/shorts/bP82JrNbPgE,33K views,,2 weeks ago,
WHAT IS DEEPSEEK? KNOW ALL DETAILS IS JUST 1 SECONDS!! #ai #deepseek #technology #souravsirsclasses,https://www.youtube.com/shorts/ZPzWV3cIZ3w,20K views,,2 weeks ago,
"China's BYD Challenges Tesla With Plans to Add DeepSeek, Give Driver-Assistance Software for Free",https://www.youtube.com/watch?v=d-SMPxJFFxs&pp=ygUIRGVlcHNlZWs%3D,45K views,,5 days ago,2:19
"Earn $6,200/Week with DeepSeek For BEGINNERS (Make Money Online)",https://www.youtube.com/shorts/i3a8w16J2yQ,115K views,,2 weeks ago,
AI Expert Explains Why DeepSeek is a Big Deal | MOONSHOTS,https://www.youtube.com/watch?v=WIE5zkDarKI&pp=ygUIRGVlcHNlZWs%3D,8.5K views,,5 days ago,3:33
DeepSeek R1 Free Course for Beginners,https://www.youtube.com/watch?v=Fv4dAJQmdtg&pp=ygUIRGVlcHNlZWs%3D,39K views,,2 weeks ago,
"Simple step-by-step tutorial how to download and run deepseek AI model on your computer, so that",https://www.youtube.com/shorts/_jp3yhJMQ2Q,7.2K views,,2 weeks ago,
How did China’s DeepSeek outsmart ChatGPT? | The Take,https://www.youtube.com/watch?v=XVjUoy-jkOo&pp=ygUIRGVlcHNlZWs%3D,291K views,,2 weeks ago,
7 utilisations INCROYABLES de DeepSeek ! (La fin de ChatGPT ?),https://www.youtube.com/watch?v=GtMEGdIhR7Q&pp=ygUIRGVlcHNlZWs%3D,123K views,,2 weeks ago,14:56
"DeepSeek – ИИ, КОТОРЫЙ УНИЧТОЖИЛ OpenAI и NVIDIA?",https://www.youtube.com/watch?v=kutfcYlRj5w&pp=ygUIRGVlcHNlZWs%3D,153K views,,2 weeks ago,
332,https://www.youtube.com/watch?v=8M1tAaSBXxA&pp=ygUIRGVlcHNlZWs%3D,26K views,,8 days ago,27:25
Deepseek R1 App Make Money | Deepseek App Kya Hai | Deepseek AI Review in Hindi/Urdu 🔥,https://www.youtube.com/watch?v=wSt5dXoyObE&pp=ygUIRGVlcHNlZWs%3D,84K views,,2 weeks ago,
You HAVE to Try Agentic RAG with DeepSeek R1 (Insane Results),https://www.youtube.com/watch?v=uWDocIoiaXE&pp=ygUIRGVlcHNlZWs%3D,88K views,,13 days ago,
ChatGPT vs DeepSeek (La HUMILLACIÓN Matemática del SIGLO),https://www.youtube.com/watch?v=rGpUaKxxFvM&pp=ygUIRGVlcHNlZWs%3D,273K views,,2 weeks ago,
"""DeepSeek Shakes Up US Market: Trump's Reaction & Meme Frenzy!""",https://www.youtube.com/shorts/hTcLtpeeR6A,3.7K views,,2 days ago,
ChatGPT and Deepseek CREATE new Mathematics and it is DISTURBING,https://www.youtube.com/watch?v=zgbT4GpEhDY&pp=ygUIRGVlcHNlZWs%3D,157K views,,6 days ago,
The AI Battle! 🔥 Chat gpt vs Deepseek vs India 🇮🇳 Gagan Pratap Sir #chatgpt #deepseek #india,https://www.youtube.com/shorts/E1IM_Ahd6kU,607K views,,2 weeks ago,
How to integrate DeepSeek into Microsoft Excel (Step-by-Step),https://www.youtube.com/watch?v=ln8oxm9Gvjs&pp=ygUIRGVlcHNlZWs%3D,17K views,,8 days ago,8:37
China DeepSeek is GAME OVER for Elon Musk stock market,https://www.youtube.com/watch?v=dv4t23Vw37g&pp=ygUIRGVlcHNlZWs%3D,484K views,,2 weeks ago,
DeepSeek R1 满血开源！671B 官方版，本地 & 云端部署，绕过硬件限制，小鸡扛大炮实测！ | 零度解说,https://www.youtube.com/watch?v=WV16CE7EJSo&pp=ygUIRGVlcHNlZWs%3D,171K views,,8 days ago,
ప్రపంచనికి China Master Stroke🤟| DEEPSEEK AI | DeepSeek AI vs ChatGPT | @Frontlinesmedia,https://www.youtube.com/watch?v=uGN6ZwL8wIQ&pp=ygUIRGVlcHNlZWs%3D,37K views,,2 weeks ago,
"China's DeepSeek AI should be a ""wake up call”for US industry: Trump",https://www.youtube.com/shorts/7SE73a8zoKg,225K views,,2 weeks ago,
Bolt.DIY + Deepseek-R1: Develop a Full-stack App For FREE Without Writing ANY Code! (OPENSOURCE),https://www.youtube.com/watch?v=pC4nBwHnVoY&pp=ygUIRGVlcHNlZWs%3D,107K views,,3 weeks ago,
pov you're the 10x developer at deepseek,https://www.youtube.com/shorts/yMYUDN4Tfws,3.1M views,,2 weeks ago,
Deepseek R1 AI: How To Use | Deepseek AI Mobile App vs Chat GPT in Hindi | Deepseek AI Login Problem,https://www.youtube.com/watch?v=SlAH6SUMB4s&pp=ygUIRGVlcHNlZWs%3D,51K views,,2 weeks ago,
DEEPSEEK R1: How Chinese AI startup Shocked Silicon Valley | Explained By Ankit Agrawal,https://www.youtube.com/watch?v=714vHyjIisk&pp=ygUIRGVlcHNlZWs%3D,834K views,,3 weeks ago,13:19
Cómo instalar DeepSeek en tu computadora,https://www.youtube.com/watch?v=KJ3qKW6iiCs&pp=ygUIRGVlcHNlZWs%3D,168K views,,2 weeks ago,
"Yanis Varoufakis on Gaza, Trump’s Trade Wars, and DeepSeek",https://www.youtube.com/watch?v=WQIRGmIa69U&pp=ygUIRGVlcHNlZWs%3D,259K views,,10 days ago,
No es lo que creías: DeepSeek R1 en tu Raspberry Pi,https://www.youtube.com/watch?v=_LMvsht9skc&pp=ygUIRGVlcHNlZWs%3D,97K views,,2 weeks ago,
"DeepSeek, the AI chatbot making waves - how does it stack up against ChatGPT?",https://www.youtube.com/shorts/YgjO5TWXJjg,17K views,,5 days ago,
The Truth About China’s DeepSeek AI,https://www.youtube.com/shorts/730UvFVhUlc,36K views,,2 weeks ago,
How to make DeepSeek and TikTok American: Perplexity CEO Aravind Srinivas explains,https://www.youtube.com/watch?v=EyMNxMzK-ow&pp=ygUIRGVlcHNlZWs%3D,79K views,,10 days ago,16:36
Are the DeepSeek fears real?,https://www.youtube.com/watch?v=8Fyf-85Saws&pp=ygUIRGVlcHNlZWs%3D,411K views,,2 weeks ago,9:26
China's Deepseek AI CRUSHES the Excel test,https://www.youtube.com/watch?v=R_mNIzdNjwk&pp=ygUIRGVlcHNlZWs%3D,49K views,,2 weeks ago,7:02
"DeepSeek AI CRASHES tech stocks, Bitcoin, Memecoins.",https://www.youtube.com/watch?v=8ex2HnnJ6I0&pp=ygUIRGVlcHNlZWs%3D,218K views,,2 weeks ago,14:32
DeepSeek: Kwanini programu hii ya AI imezua wasiwasi Marekani?,https://www.youtube.com/watch?v=Xm6XxhxP4lQ&pp=ygUIRGVlcHNlZWs%3D,16K views,,2 weeks ago,
DeepSeek(ChatCCP) Exposed,https://www.youtube.com/watch?v=o5bMrstdL94&pp=ygUIRGVlcHNlZWs%3D,60K views,,2 weeks ago,
DeepSeek-R1 最强开源AI大模型！本地部署，完全免费，实力媲美 OpenAI o1 | 零度解说,https://www.youtube.com/watch?v=tc84i2MM1b4&pp=ygUIRGVlcHNlZWs%3D,575K views,,3 weeks ago,
Apa Itu AI DeepSeek?,https://www.youtube.com/watch?v=MJ4XiehdUCc&pp=ygUIRGVlcHNlZWs%3D,175K views,,2 weeks ago,
🐋 How to Download DeepSeek R1 Locally | Install DeepSeek AI Locally ✅,https://www.youtube.com/watch?v=lz9JXNDBQuM&pp=ygUIRGVlcHNlZWs%3D,51K views,,13 days ago,
DeepSeek vs ChatGPT vs Gemini. Cuál es la MEJOR IA en 2025.,https://www.youtube.com/watch?v=LflyKhKgv_A&pp=ygUIRGVlcHNlZWs%3D,47K views,,2 weeks ago,
Panic in Silicon Valley? China's DeepSeek challenges US supremacy over AI • FRANCE 24 English,https://www.youtube.com/watch?v=dEK0IlgcEkY&pp=ygUIRGVlcHNlZWs%3D,264K views,,2 weeks ago,
DeepSeek : le ChatGPT chinois GRATUIT qui fait trembler les États-Unis — Nico Décode,https://www.youtube.com/watch?v=BlnwK0DJbEg&pp=ygUIRGVlcHNlZWs%3D,223K views,,2 weeks ago,
How to install DeepSeek on Mac locally for FREE! Easy Method with GUI,https://www.youtube.com/watch?v=sjkJWz6h9VQ&pp=ygUIRGVlcHNlZWs%3D,35K views,,2 weeks ago,
DeepSeek R1 - MAJOR NEW OPENSOURCE REASONING MODEL!,https://www.youtube.com/watch?v=3nM5R23eGkE&pp=ygUIRGVlcHNlZWs%3D,363K views,,3 weeks ago,22:00
DeepSeek R1 炸裂对决 ChatGPT！这场PK太真实、又好玩，谁作弊谁更狠？结局让人意外！ | 零度解说,https://www.youtube.com/watch?v=m3UYUeW_Ul4&pp=ygUIRGVlcHNlZWs%3D,142K views,,4 days ago,
DeepSeek R1 - Конец ChatGPT от OpenAI? Или нет? Запуск бесплатной модели R1 Локально!,https://www.youtube.com/watch?v=DYlYeaI9n40&pp=ygUIRGVlcHNlZWs%3D,104K views,,2 weeks ago,26:02
Liệu DeepSeek có lật đổ các ‘gã khổng lồ’ AI của Mỹ?,https://www.youtube.com/watch?v=Ku8llviLWto&pp=ygUIRGVlcHNlZWs%3D,115K views,,Streamed 2 weeks ago,1:04:11
ChatGPT vs DeepSeek #shorts,https://www.youtube.com/shorts/ZWjhuXeKRYQ,186K views,,2 weeks ago,
OpenAI o3 Mini 正式发布！实测对比 DeepSeek R1，谁更强？结果让人意外！ | 零度解说,https://www.youtube.com/watch?v=c_Qyi4jy8CQ&pp=ygUIRGVlcHNlZWs%3D,185K views,,13 days ago,
DeepSeek: NVIDIA's Karma for Lying,https://www.youtube.com/watch?v=VYv1zaQNaSs&pp=ygUIRGVlcHNlZWs%3D,174K views,,8 days ago,7:08
How DeepSeek AI Helped Me Create Maps Effortlessly,https://www.youtube.com/watch?v=b_adtnYAwow&pp=ygUIRGVlcHNlZWs%3D,954K views,,3 weeks ago,
Deepseek Ai 😱 Is this Safe? New Ai Tool from China 🇨🇳 #deepseek #chatgpt #ai,https://www.youtube.com/shorts/dMzKuVwZzvY,97K views,,2 weeks ago,
How to Install DeepSeek Locally on Windows from Scratch,https://www.youtube.com/watch?v=G5BDBYQAJEs&pp=ygUIRGVlcHNlZWs%3D,15K views,,8 days ago,
What is DeepSeek? AI Model Basics Explained,https://www.youtube.com/watch?v=KTonvXhsxpc&pp=ygUIRGVlcHNlZWs%3D,127K views,,10 days ago,10:22
Todo sobre DeepSeek: la compañía china que ha dado un golpe histórico a Wall Street,https://www.youtube.com/watch?v=AtdgcYXgGSg&pp=ygUIRGVlcHNlZWs%3D,98K views,,2 weeks ago,9:11
How to Earn Rs.2000/Day from DeepSeek AI | Create a Free Tool Website Using Deepseek AI in Telugu,https://www.youtube.com/watch?v=eNS5CZMfRJk&pp=ygUIRGVlcHNlZWs%3D,9.8K views,,1 day ago,24:05
DeepSeek is insane,https://www.youtube.com/shorts/h_fY7yGpv3U,340K views,,2 weeks ago,
🤖 DeepSeek vs ChatGPT: The Ultimate AI Showdown! 🚀🖥️||#shorts #shortvideo #viralvideo #codingjourney,https://www.youtube.com/shorts/7Qk5clrNTOU,31K views,,2 weeks ago,
Use DeepSeek de Graça no VS Code (Testamos),https://www.youtube.com/watch?v=WRQCFU8nLsY&pp=ygUIRGVlcHNlZWs%3D,109K views,,9 days ago,
How to Run DeepSeek for FREE on Your Machine!,https://www.youtube.com/watch?v=91-IGHixPOM&pp=ygUIRGVlcHNlZWs%3D,31K views,,2 weeks ago,17:07
DeepSeek vs. Alibaba’s Qwen2.5-Max: China’s AI Battle - Podcast with Nasir Baig,https://www.youtube.com/watch?v=5QqqOMK0_4I&pp=ygUIRGVlcHNlZWs%3D,182K views,,2 weeks ago,16:31
How To Earn Money On the Internet With DEEPSEEK AI Bot ($190+/Day),https://www.youtube.com/watch?v=NnwzyJPdOlE&pp=ygUIRGVlcHNlZWs%3D,154K views,,2 weeks ago,
注目の言語モデル！DeepSeekのR1について解説してみた,https://www.youtube.com/watch?v=QaK3SpWnODc&pp=ygUIRGVlcHNlZWs%3D,12K views,,8 days ago,
DeepSeek R1 vs ChatGPT o1 - Ultimate Test,https://www.youtube.com/watch?v=kQZzYMHre0U&pp=ygUIRGVlcHNlZWs%3D,89K views,,2 weeks ago,19:05
Macron Wants the Next DeepSeek to Come Out of France | Firstpost-France TV Exclusive | N18G,https://www.youtube.com/watch?v=g8ZhKHxUde8&pp=ygUIRGVlcHNlZWs%3D,10K views,,6 days ago,
Prayagraj Only for VIPs?| Deepseek |Are we in Deep shi*t?,https://www.youtube.com/watch?v=2cN2MDyLv1A&pp=ygUIRGVlcHNlZWs%3D,404K views,,2 weeks ago,
DeepSeek橫空出世，對美國AI巨頭意味著什麼？DeepSeek的潛在危險｜傑森 ｜#方菲播客,https://www.youtube.com/watch?v=cX2KfOEcAA4&pp=ygUIRGVlcHNlZWs%3D,460K views,,2 weeks ago,
DeepSeek змінює все - еволюція від Китаю,https://www.youtube.com/watch?v=O8VkgPPIlM8&pp=ygUIRGVlcHNlZWs%3D,50K views,,6 days ago,
"Trump, DeepSeek in focus for Paris AI summit | REUTERS",https://www.youtube.com/watch?v=-F2NlsUdGMc&pp=ygUIRGVlcHNlZWs%3D,10K views,,6 days ago,
EL FINAL DE CHATGPT OPEN IA: DEEPSEEK R1,https://www.youtube.com/watch?v=2blcZiOYg84&pp=ygUIRGVlcHNlZWs%3D,42K views,,2 weeks ago,
+/-10 минут / IT&ИИ / Как устроен Deepseek,https://www.youtube.com/watch?v=gm-kh58Has0&pp=ygUIRGVlcHNlZWs%3D,4.6K views,,5 days ago,
DeepSeek - How a Chinese AI Startup Shook Silicon Valley,https://www.youtube.com/watch?v=xUzzWUlSk98&pp=ygUIRGVlcHNlZWs%3D,521K views,,2 weeks ago,32:45
Sorry Nvidia.. M4 Ultra Mac Studio + DeepSeek = Trouble!,https://www.youtube.com/watch?v=0sU3z7OSalw&pp=ygUIRGVlcHNlZWs%3D,68K views,,3 days ago,9:00
This free Chinese AI just crushed OpenAI's $200 o1 model...,https://www.youtube.com/watch?v=-2k1rcRzsLA&pp=ygUIRGVlcHNlZWs%3D,3M views,,3 weeks ago,4:41
DeepSeek Image Generation Surpasses OpenAI DALL·E,https://www.youtube.com/shorts/kAdqLzHuTkU,75K views,,2 weeks ago,
"Firstpost-France TV Exclusive: Macron Reacts to DeepSeek, Says ""No Plan to Ban Chinese AI"" | N18G",https://www.youtube.com/shorts/7mR5jK88fgk,650K views,,6 days ago,
What is DeepSeek? How To Use It? | ChatGPT Killer,https://www.youtube.com/shorts/mgELuEwt9B8,116K views,,2 weeks ago,
What is DeepSeek and why is it disrupting the AI sector? | REUTERS,https://www.youtube.com/watch?v=7GlXg5fHRmc&pp=ygUIRGVlcHNlZWs%3D,86K views,,2 weeks ago,2:10
Yapay Zekanın Sputnik Anı! DEEPSEEK,https://www.youtube.com/watch?v=KbZoGw7VP5M&pp=ygUIRGVlcHNlZWs%3D,1.4M views,,2 weeks ago,18:36
Deepseek causa CAÍDA HISTÓRICA en las grandes tecnológicas,https://www.youtube.com/watch?v=GmEuz0uNpn4&pp=ygUIRGVlcHNlZWs%3D,423K views,,2 weeks ago,52:19
DEEPSEEK: RECEBA $180/DIA USANDO A DEEPSEEK + KIWIFY - Passo a Passo (Dinheiro online),https://www.youtube.com/watch?v=-r2frc-ycbs&pp=ygUIRGVlcHNlZWs%3D,94K views,,10 days ago,16:22
The DeepSeek Mania - Stealing from Thieves,https://www.youtube.com/watch?v=JaiTAREf_AI&pp=ygUIRGVlcHNlZWs%3D,125K views,,2 weeks ago,13:09
DeepSeek異軍突起 能否助中國勝出美中科技戰？－ BBC News 中文,https://www.youtube.com/watch?v=eAaesRmXofQ&pp=ygUIRGVlcHNlZWs%3D,346K views,,2 weeks ago,5:25
China caught LYING about DeepSeek Ai,https://www.youtube.com/watch?v=ZuMPPf3D5R8&pp=ygUIRGVlcHNlZWs%3D,347K views,,2 weeks ago,
DeepSeek Vs ChatGPT For AI Content Creators | What's Best for Ai Video in 2025 | Live AI War,https://www.youtube.com/watch?v=3Ga8hu4PXhw&pp=ygUIRGVlcHNlZWs%3D,24K views,,2 days ago,9:51
Deepseek R1 | एक चाइनीज़ App ने Donald Trump और अमेरिकी शेयर बाज़ार को हिला डाला | SAGAR SINHA,https://www.youtube.com/watch?v=k_kjMc-bZEQ&pp=ygUIRGVlcHNlZWs%3D,277K views,,2 weeks ago,
DeepSeek-R1 Paper Explained - A New RL LLMs Era in AI?,https://www.youtube.com/watch?v=DCqqCLlsIBU&pp=ygUIRGVlcHNlZWs%3D,74K views,,3 weeks ago,
DeepSeek on Apple Silicon in depth | 4 MacBooks Tested,https://www.youtube.com/watch?v=jdgy9YUSv0s&pp=ygUIRGVlcHNlZWs%3D,166K views,,11 days ago,26:27
